Word	Label
ఐతే	telugu
సాఫ్ట్	telugu
കണ്ണി	malayalam
കുടുംബത്തിലാണ്	malayalam
گهڻائي	arabic
समारोहमा	deva
என்பதற்காக	tamil
ભાવના	gujarati
ભૂલ	gujarati
بتائی	arabic
எதிர்காலத்தில்	tamil
رہائی	arabic
لبرل	arabic
baais	latin
घोटाला	deva
ಆಯೋಗ	kannada
శివాలయం	telugu
उन्मूलन	deva
என்னைப்	tamil
audit	latin
আলিম	ben_ass
ਵੈਸਟ	punjabi
ધોરીમાર્ગ	gujarati
പുരസ്കാര	malayalam
ஏற்படுத்துகிறது	tamil
பட்டப்	tamil
১২৫	ben_ass
ਪਰੰਪਰਾਗਤ	punjabi
Southwest	latin
trauma	latin
ಮಾಧ್ಯಮದ	kannada
હિસ્ટ્રી	gujarati
આખી	gujarati
വോൺ	malayalam
બહારની	gujarati
genres	latin
ਭਿਆਨਕ	punjabi
રશિયા	gujarati
అక్క	telugu
ਪ੍ਰੋਟੀਨ	punjabi
Hermann	latin
காவல்துறையினர்	tamil
എങ്കിൽ	malayalam
ঘাইপথ	ben_ass
വിമാനങ്ങൾ	malayalam
ਦੰਦਾਂ	punjabi
হজ	ben_ass
फ्रिक्वेन्सी	deva
ਯਾਦਗਾਰੀ	punjabi
જોયું	gujarati
సెం	telugu
755	latin
আলোচনীৰ	ben_ass
kaat	latin
bacche	latin
والدين	arabic
പ്രശംസ	malayalam
கோட்டைகள்	tamil
ಮಾತನಾಡಿದ	kannada
ಕುಮಾರ	kannada
आईएल	deva
मिथ्या	deva
पूर्णता	deva
ಮರಿ	kannada
ছাড়াই	ben_ass
ಯೋಜನೆಯಲ್ಲಿ	kannada
એક્સ	gujarati
નિઝર	gujarati
coding	latin
ആധാരമാക്കി	malayalam
ಬಡತನ	kannada
maolana	latin
আলোকপাত	ben_ass
pillar	latin
ਨਤੀਜਿਆਂ	punjabi
एकाग्रता	deva
ڪنارن	arabic
স্থিৰ	ben_ass
زاویہ	arabic
Approach	latin
ఇంకో	telugu
ਆਗਰਾ	punjabi
ਬਾਬਰ	punjabi
श्रीमान्	deva
చివర	telugu
ಗಳೂ	kannada
ഫേസ്	malayalam
మంజూరు	telugu
ਇੰਡੋਨੇਸ਼ੀਆ	punjabi
ਸੈਂਟੀਮੀਟਰ	punjabi
Ambani	latin
ਪ੍ਰਵਾਨਗੀ	punjabi
ಸಂಕೇತಗಳನ್ನು	kannada
ലാല്	malayalam
દેશનાં	gujarati
వివాహ	telugu
कर्मणः	deva
ಕ್ಷೇತ್ರಗಳ	kannada
૧૯૬૫	gujarati
ಸಮುರಾಯ್	kannada
ಸಾಧನೆಯ	kannada
कोयले	deva
রুপি	ben_ass
అంతేకాదు	telugu
நீங்கும்	tamil
storyline	latin
कूच	deva
બોમ્બ	gujarati
ഇതെല്ലാം	malayalam
ஏர்லைன்ஸ்	tamil
ਹਰਭਜਨ	punjabi
ਪਦਾਰਥਕ	punjabi
வரலாறும்	tamil
വിധിച്ചു	malayalam
দপ্তরের	ben_ass
ಇಂಜಿನಿಯರ್	kannada
ഇത്തരമൊരു	malayalam
വിവര	malayalam
چشمہ	arabic
ਤਾਲ	punjabi
બચ્ચન	gujarati
گوا	arabic
ಪೋಷಕರು	kannada
క్షిపణి	telugu
કક્ષાની	gujarati
నాలుగవ	telugu
தாள்	tamil
खुराना	deva
গ্রাউন্ডে	ben_ass
കാര്യത്തില്	malayalam
ਇਉਂ	punjabi
ದೋಷ	kannada
పార్వతీపురంలోను	telugu
மொழிமாற்றம்	tamil
سببن	arabic
നേരിട്ട	malayalam
காப்பீட்டு	tamil
এদেশে	ben_ass
1867ء	arabic
చేయగా	telugu
ஏற்படக்கூடிய	tamil
foam	latin
ভাৱ	ben_ass
ਤਾਰੀਖ	punjabi
ట్రస్ట్	telugu
ഭൂപടം	malayalam
பாக்கிஸ்தான்	tamil
சுழலும்	tamil
નજરે	gujarati
976	latin
23న	telugu
গুরুত্বের	ben_ass
মাহফিল	ben_ass
ઉંચી	gujarati
असि	deva
दुसर्या	deva
എസ്റ്റേറ്റ്	malayalam
ವಿಮರ್ಶಕ	kannada
ઇન્સ્ટિટ્યુટ	gujarati
వంశం	telugu
বন্যপ্ৰাণী	ben_ass
અંદરના	gujarati
উইল	ben_ass
சட்டங்களை	tamil
এতদিন	ben_ass
సమరయోధుడు	telugu
cooperate	latin
பிரார்த்தனை	tamil
ತಜ್ಞರ	kannada
பேராசிரியராகப்	tamil
நம்பிக்கையை	tamil
ണം	malayalam
કાપડ	gujarati
చేయటానికి	telugu
പിന്നെയും	malayalam
పొటాషియం	telugu
sharply	latin
സും	malayalam
અહીંનાં	gujarati
கையாளும்	tamil
ਡਾਟਾਬੇਸ	punjabi
waaka	latin
পুরোহিত	ben_ass
குறிக்கப்	tamil
ನೀಡಿತ್ತು	kannada
ವೇಷ	kannada
বোলারের	ben_ass
ਚੜ੍ਹ	punjabi
عوف	arabic
உயர்த்தி	tamil
தெரிவிக்கும்	tamil
தடைகள்	tamil
થિયરી	gujarati
ಪ್ಲಸ್	kannada
ਕਿਲੋ	punjabi
నిజామాబాద్లోను	telugu
कटु	deva
ಅನಿವಾರ್ಯ	kannada
રચવામાં	gujarati
ഗോത്ര	malayalam
సమీపఇతర	telugu
జస్టిస్	telugu
പ്രപഞ്ചത്തിന്റെ	malayalam
இலக்கியத்தின்	tamil
കോസ്റ്റ്	malayalam
956	latin
ഒരുകാലത്ത്	malayalam
ಏಕ್	kannada
आयोजनामा	deva
ಲೇಬರ್	kannada
మహాభారతం	telugu
ஓவர்	tamil
ਖਾਂਦੇ	punjabi
ஒப்பந்தத்தை	tamil
হাতীৰ	ben_ass
encallum	latin
ਰਾਜਨੇਤਾ	punjabi
అసిస్టెంట్	telugu
പേറ്റന്റ്	malayalam
അതുകൊണ്ടു	malayalam
சீனர்கள்	tamil
પાના	gujarati
বৃত্তাকার	ben_ass
देवकोटाको	deva
vain	latin
খুচরা	ben_ass
ಉಗ್ರ	kannada
parvati	latin
ਬੈਕਟੀਰੀਆ	punjabi
ದತ್ತಿ	kannada
டெக்சாஸ்	tamil
চিৰ	ben_ass
জিনিসপত্র	ben_ass
આપતો	gujarati
ٽريننگ	arabic
ಪೇಟೆ	kannada
silicon	latin
طويل	arabic
చూచి	telugu
ಸುಧಾ	kannada
सदस्यत्व	deva
വൃക്ഷമാണ്	malayalam
ورجن	arabic
بلاشبہ	arabic
लक्षणम्	deva
ਮਾਮੂਲੀ	punjabi
સમાજશાસ્ત્ર	gujarati
സെബാസ്റ്റ്യൻ	malayalam
രഞ്ജിത്	malayalam
Siemens	latin
ಸೌಕರ್ಯ	kannada
Riyadh	latin
ਸੱਭ	punjabi
ಕಾಣಲು	kannada
Tripathi	latin
Midwest	latin
ಸಂಬಂಧಿಸಿ	kannada
ভিছা	ben_ass
خدشہ	arabic
ಬಾಲ್ಯದಲ್ಲಿ	kannada
પહેલ	gujarati
बिजनौर	deva
ಹೆಚ್ಚಿತು	kannada
ഹം	malayalam
ಹಾವೇರಿ	kannada
সংগ্রহে	ben_ass
రామస్వామి	telugu
لیونگسٹن	arabic
আজিজুর	ben_ass
સ્મૃતિ	gujarati
antarbhukt	latin
ಶಿಲ್ಪಗಳು	kannada
Banana	latin
മത്സ്യ	malayalam
ಬಂಡವಾಳಶಾಹಿ	kannada
yeast	latin
ਜੋਤ	punjabi
ਨੰਦ	punjabi
ಕೇಳಲು	kannada
નેટવર્કમાં	gujarati
गॉर्डन	deva
డెమో	telugu
Mormon	latin
ವಾಸ್ತುಶಿಲ್ಪದ	kannada
ಅಧ್ಯಯನಗಳ	kannada
జనసేన	telugu
ಕಲ್ಲುಗಳನ್ನು	kannada
ਜ਼ਖ਼ਮੀ	punjabi
1854ء	arabic
વાપી	gujarati
ಶನಿ	kannada
ڪنن	arabic
ಸಾಗಿಸಲು	kannada
వంశీ	telugu
పిమ్మట	telugu
সেবন	ben_ass
تالیفات	arabic
దళం	telugu
અવલોકન	gujarati
शिथिल	deva
നൂറ്റാണ്ടുകൾ	malayalam
UPSC	latin
కలప	telugu
ٻاري	arabic
શુદ્ધિકરણ	gujarati
வடமொழியில்	tamil
ਜਿਲੇ	punjabi
രണ്ടുതവണ	malayalam
గ్లోబల్	telugu
কীটনাশক	ben_ass
কর্মসংস্থানের	ben_ass
દાસ	gujarati
banoune	latin
निर्धन	deva
പ്രദീപ്	malayalam
किशोरों	deva
Crimson	latin
చరిత్రకారుడు	telugu
ہورہا	arabic
സുഖം	malayalam
ಮಿಶನ್	kannada
Elias	latin
কেন্দ্র৷	ben_ass
প্যান্ট	ben_ass
దట్టమైన	telugu
ഇലകളുടെ	malayalam
இட்	tamil
अल्बानिया	deva
மூலவராக	tamil
એન્ટી	gujarati
இந்தியாவுடன்	tamil
गर्नेछन्	deva
ચી	gujarati
ఇంజినీరింగ్	telugu
contamination	latin
കളിക്കാൻ	malayalam
ప్రజాస్వామ్య	telugu
கைகளால்	tamil
செல்லவும்	tamil
చెందుతున్న	telugu
મહિને	gujarati
डिझाईन	deva
ஜெயமோகன்	tamil
ആശ്വാസം	malayalam
મ્યુચ્યુઅલ	gujarati
അല്ലാത്ത	malayalam
స్థానాలు	telugu
ஆராய்ச்சியில்	tamil
ਚਾਂਸਲਰ	punjabi
உள்ளிட்டோர்	tamil
lin	latin
کنيا	arabic
ಸಾಸೇಜ್	kannada
కుక్క	telugu
ભજન	gujarati
భావాలు	telugu
rukan	latin
ಸಂಜಯ್	kannada
હળવી	gujarati
ਟੀਚੇ	punjabi
સમુદ્રી	gujarati
కిలోల	telugu
યશ	gujarati
Twins	latin
ವೇಗವು	kannada
দাউদকান্দি	ben_ass
آبدوز	arabic
তের	ben_ass
Nf3	latin
shaikshik	latin
कारें	deva
Purchase	latin
آؤ	arabic
ആൻഡ്രൂ	malayalam
இராமநாதன்	tamil
ઘનતા	gujarati
ಸ್ಪಾಟ್	kannada
اوٹاوا	arabic
ফৌজদারি	ben_ass
Pdf	latin
சோசலிச	tamil
கடக்க	tamil
سبت	arabic
consolidation	latin
Codex	latin
1989ರಲ್ಲಿ	kannada
ఇవ్వడానికి	telugu
మెరుగైన	telugu
oz	latin
રક્ષણાત્મક	gujarati
அமைந்திருந்தன	tamil
கருதும்	tamil
മുകളിലൂടെ	malayalam
জাতিগোষ্ঠী	ben_ass
ਮਾੜਾ	punjabi
1910ع	arabic
કાર્યક્ષમતા	gujarati
नियमहरू	deva
ਨਿਹੰਗ	punjabi
ಎರಡರಲ್ಲೂ	kannada
असें	deva
ಭರತ	kannada
ಸತ್ಯದ	kannada
ਅਹੁਦਿਆਂ	punjabi
જોખમમાં	gujarati
رهنديون	arabic
அவ்	tamil
ಕೇಟ್	kannada
খেলেছে	ben_ass
পার্থক্যের	ben_ass
તળાવો	gujarati
वितरक	deva
Lincolnshire	latin
കമ്പ്യൂട്ടറിൽ	malayalam
മൂർ	malayalam
ਸ਼ਨੀਵਾਰ	punjabi
سگنل	arabic
நீயே	tamil
તિલક	gujarati
పిలిచే	telugu
स्टॉकहोम	deva
অণুর	ben_ass
ભાવે	gujarati
وارياسي	arabic
Desmond	latin
डाय	deva
சந்நிதி	tamil
வாங்கினார்	tamil
সুবিধাৰ	ben_ass
Martinez	latin
మహాకవి	telugu
itail	latin
એક્શન	gujarati
பாத்திமா	tamil
మాటలకు	telugu
aegi	latin
چانور	arabic
کیٹز	arabic
Maxim	latin
துறையை	tamil
పలాసలోను	telugu
ഇയാളെ	malayalam
ਗਹਿਰਾ	punjabi
દોઢ	gujarati
సంస్కృతిని	telugu
ਹੇਠਲਾ	punjabi
একরকম	ben_ass
காங்	tamil
സ്വരൂപം	malayalam
ફેંકી	gujarati
வெற்றியும்	tamil
গ্রীষ্ম	ben_ass
ਸ੍ਰੋਤ	punjabi
೧೯೯೭ರಲ್ಲಿ	kannada
ಗಳಂತೆ	kannada
ಬೆಳೆದರು	kannada
اصولی	arabic
అరుణ్	telugu
সমধিক	ben_ass
ڈو	arabic
गुहेत	deva
ਚਾਈਨਾ	punjabi
આનુવંશિક	gujarati
ملبوسات	arabic
एकेक	deva
ಓದುಗರ	kannada
aadar	latin
સિગ્નલ	gujarati
کھاتا	arabic
ਅੰਦਰੋਂ	punjabi
প্যালেস	ben_ass
ਬਾਲਾ	punjabi
ਮੈਟਰੋ	punjabi
થર્ડ	gujarati
deen	latin
રિંગ	gujarati
സാഹിത്യത്തിലും	malayalam
સમયને	gujarati
ફાયદા	gujarati
ਕੇਸਰੀ	punjabi
سامووا	arabic
త్రాగు	telugu
زیورات	arabic
తినడం	telugu
പരാമർശിക്കുന്ന	malayalam
1930ರ	kannada
ಪಾಂಡಿತ್ಯ	kannada
ಶಿವಾನಂದ	kannada
രൂപകൽപന	malayalam
પુનરાવર્તન	gujarati
داوواغ	arabic
آخری	arabic
चण्डीगढ	deva
ڊوائيسز	arabic
ಸಂಕೇತಗಳ	kannada
പ്രിയദർശൻ	malayalam
হওক	ben_ass
చేతితో	telugu
நாயக்க	tamil
बाढीले	deva
कामका	deva
ಹಾಲೆಂಡ್	kannada
చెందినవాడు	telugu
প্ৰচেষ্টাত	ben_ass
ಪಡೆದುಕೊಳ್ಳಲು	kannada
૨૦૦૫માં	gujarati
జవాబు	telugu
ચાવીરૂપ	gujarati
విరాట్	telugu
ആയുധങ്ങളും	malayalam
घटाउन	deva
ഷൂട്ടിംഗ്	malayalam
সৈন্যই	ben_ass
യുമായി	malayalam
দেশসমূহে	ben_ass
രാഷ്ട്രപതിയുടെ	malayalam
റിവ്യൂ	malayalam
બાદની	gujarati
ഇംഗ്ലീഷിലെ	malayalam
postage	latin
ninety	latin
பாடலான	tamil
വിധ	malayalam
പതനം	malayalam
ತೋರುತ್ತವೆ	kannada
ఫెడరేషన్	telugu
হ্রাসের	ben_ass
தினத்தை	tamil
గొప్పగా	telugu
മണ്ഡലത്തിലെ	malayalam
ಮಿಸ್ಟರ್	kannada
ঝুলে	ben_ass
ਬਾਬਤ	punjabi
സാരി	malayalam
மனிதவள	tamil
નેપાળી	gujarati
इस्लाम्	deva
ഘടകങ്ങളെ	malayalam
గెలుపొందాడు	telugu
ਜਵਾਲਾਮੁਖੀ	punjabi
आवश्यकम्	deva
पालीवाल	deva
திருமுகம்	tamil
നെബുല	malayalam
ബീഹാറിലെ	malayalam
சபரிமலை	tamil
দোন	ben_ass
hurting	latin
நாடுகளிலிருந்து	tamil
ഏറ്റെടുത്ത	malayalam
ಬಿರುಗಾಳಿ	kannada
प्रयोगबाट	deva
বারবারা	ben_ass
പ്രതിമകൾ	malayalam
લક્ષ્મણ	gujarati
గాయత్రి	telugu
قوتیں	arabic
বসন্তের	ben_ass
ಎರಡನೇಯ	kannada
इजाजतपत्र	deva
ಗಡಿಯಲ್ಲಿ	kannada
పూరి	telugu
ਜਾਵੇਦ	punjabi
ਐਵਰੈਸਟ	punjabi
அன்றே	tamil
মৰিগাঁও	ben_ass
വിളിക്കാം	malayalam
swakarya	latin
கணிதப்	tamil
कोणालाही	deva
