Word	Count
Criticizing the Guardian Minister, Rane said that in the last four years, the district has been taken back by the Guardian Minister after 10 years. The Guardian Minister does not see this when all the highways, state highways, other district highways, major district highways are in bad condition. Because the Guardian Minister does not leave Sawantwadi and return to the district. Swabhiman office bearers in each taluka will lodge a complaint with the police against the contractor and the government regarding the poor condition of the highway. Irrigation projects and road works are not funded. The condition of the health department is deplorable. When you build the superspecialist hospital of your dreams, by the time you build it, bring in the closed machinery and inadequate staff of the government hospital. Sindhudurg Dist. W. sent a proposal for repair of roads worth Rs. 48 crore to the Government. He was given only Rs 3.5 crore. The Guardian Minister should look after the Talathi offices in the villages for the villagers or for the income of the Talathis. A situation has arisen in the district where the villagers do not get 7/12 and no registration is done.	2
आईच्या दरबारात आल्यावर ‘राजा असो वा रंक’ जोगवा मागतोच. ‘पाच घरी मीठ-पीठ मागून त्या शिध्यातून चरितार्थ भागविण्याची तयारी असावी एवढी लीनता अंगी दे,’ अशी प्रार्थना करतो. ज्या पात्रात जोगवा मागायचा ते पात्र म्हणजे परडी. बांबूच्या कामठीची वीण घट्ट बांधणाऱ्या नागनाथ सावंतांचा भाव नवरात्रात चांगलाच वधारलेला असतो, कारण परडी बनविणारे कुशल कारागीर आता फारसे राहिले नाहीत. सावंतांच्या घरी आता हिरवे बांबू भिजत घातलेले असतात, कारण बांबूच्या कामटय़ा कराव्या लागतात. त्यासाठी घरातील इतर सदस्यही मदत करतात. नवरात्रात परडीची विक्री मोठय़ा प्रमाणात होते.	1
When he comes to his mother's court, he asks for 'Raja Aso Wa Rank'. ‘Be humble enough to be ready to make a living from that ritual by asking for salt and flour in five houses,’ he prays. The character in which Jogwa was to be asked is Pardi. The price of Nagnath Sawant, who weaves bamboo kamathi, is very high on Navratri, as there are not many skilled artisans making pardi. Green bamboo is now soaked in Sawant's house, as bamboo cuttings have to be made. Other members of the household also help. Pardi was sold in large numbers on Navratri.	2
छत्रपती शाहू स्टेडियमवर हजारो फुटबॉलशौकिनांच्या उत्साही उपस्थितीत शनिवारी सामना रंगला. जिल्हाधिकारी डॉ. अविनाश सुभेदार यांच्या हस्ते सामन्याचे उद्घाटन झाले. केएसडीएचे अध्यक्ष सुजय पित्रे व सचिव दिग्विजय मळगे यांनी सर्वांचे स्वागत केले.	1
The match was played at Chhatrapati Shahu Stadium on Saturday in the presence of thousands of football fans. Collector Dr. The match was inaugurated by Avinash Subhedar. KSDA President Sujay Pitre and Secretary Digvijay Malge welcomed all.	2
तुम्ही कोणतीही एक प्रकारचा जुगाराचा खेळ चाहता किंवा ऑनलाइन स्लॉट उत्साही आहोत की नाही हे, गोल्डमन कॅसिनो निश्चितपणे स्पष्ट पर्याय आहे. But don’;t take our word for it…;साठी साइन अप करा £ $ € 1000 स्वागत बोनस आणि स्वत: साठी पहा. Remember to read our bonus policy to familiarise yourself with the wagering requirements and you’;ll even be able to keep a portion of your winnings. गोल्डमन कॅसिनो बोनस आणि ऑनलाइन गायन जाहिराती बदलणे क्षण पकडणे आणि आज मजा येत प्रारंभ अधीन आहेत! आनंद घ्या मोबाइल बिल खेळ एक प्रकारचा जुगाराचा खेळ वेतन आज.	1
Whether you're a roulette fan or an online slot enthusiast, Goldman Casino is definitely the obvious choice. But don't take our word for it…; Sign up for the स्वागत $ € 1000 Welcome Bonus and see for yourself. Remember to read our bonus policy to familiarize yourself with the wagering requirements and you'll even be able to keep a portion of your winnings. Goldman Casino bonuses and online gambling promotions are subject to change the moment and start having fun today! Enjoy Mobile Bill Games Roulette Pay Today.	2
विवेकानंद केंद्राचे संस्थापक माननीय एकनाथजी म्हणत, वेदांतून प्रेरणा घेतलेल्या वैचारिक चळवळीची गरज आहे. स्वामी विवेकानंदांनी सांगितले, तुमच्या अाध्यात्मिकतेने जग जिंका. एकनाथजी याचे स्पष्टीकरण करतात. ज्या दुर्गुणांनी आपल्या देशाला पछाडले आहे ते दूर करावयाचे असतील तर साऱ्या देशाला चैतन्ययुक्त करण्याचे एक प्रचंड आंदोलन हाती घेणे आवश्यक आहे. हे कार्य दुहेरी स्वरूपाचे असले पाहिजे.	1
Hon'ble Eknathji, the founder of Vivekananda Kendra, says that there is a need for an ideological movement inspired by Vedanta. Swami Vivekananda said, Conquer the world with your spirituality. Eknathji explains this. If we want to get rid of the vices that have plagued our country, we need to undertake a massive movement to revive the whole country. This task should be of dual nature.	2
तर 300 ते 500 युनिट्स वीजवापरासाठी पूर्वी प्रतियुनिट 6 रुपये 8 पैसे होते. ते आता सात रुपये 79 होणार आहे. वीज नियम आयोगानं या दरवाढीसाठी मंजुरी दिलीय. या दरवाढीचा मुंबईतल्या दहा लाख वीज ग्राहकांना फटका बसणार आहे.	1
For 300 to 500 units of electricity, it used to be Rs 6.8 per unit. It will now be seven rupees 79. The Electricity Rules Commission has approved the hike. The hike will hit one million power consumers in Mumbai.	2
गाडी सुरू होते. ४ तासात तुम्ही म्हातारे किंवा शिळे होऊ नये ही जबाबदारी बस कंपनीची असते त्यामुळे ते तुमच्यावर सतत गार हवेचे झोत सोडत असतात. गाडी जशी हलते तसे वासांचे संक्रमण होत असते. गाडीत कुणालातरी काल फक्त रात्री तासभर घातलेला गजरा आजही प्रवासात घालायची बुद्धी झालेली असते. गजरा आता सुकलेला असतो. तेवढ्यात कुणीतरी हात उंचावून आळस देते आणि नेमका त्यांनाच ह्या फ्रिजमधे बसून देखील घाम आलेला असतो.	1
The train starts. It is the responsibility of the bus company that you do not get old or stale in 4 hours, so they are constantly throwing cold air on you. The odor is transmitted as the vehicle moves. It would have been wise for someone to wear the alarm in the car, which he wore only for an hour last night. The alarm is now dry. At that moment, someone raises his hand and gives laziness and he is the one who is sweating even while sitting in the fridge.	2
चमत्कार असा, की खेड्यात प्रचलित जी सिंधी भाषा ती शुद्ध सिंधी व शहरांतील सुशिक्षित हिंदू जी सिंधी बोलतात ती फार्सीच्या संस्काराने भ्रष्ट म्हणून अशुद्ध सिंधी असे सांगण्यात येते. शाळा व कॉलेजे यांत शेकडा ऐंशी टक्के विद्यार्थी हिंदू आहेत व ते सर्व दुय्यम भाषा म्हणून फार्सी शिकतात. अर्थात, त्यास नित्य व्यवहारात फार्सी शब्द पुष्कळसे वापरण्याची सवय लागावी, यात नवल नाही. अभिजात सिंधी म्हणजे जिच्यात उर्दू, फार्सी व आरबी शब्द व अवतरणे यांचे प्राचुर्य सर्वत्र आहे ती! असा समज आहे. आपल्याकडेही विद्वान लोक संस्कृतचा सर्रास उपयोग करून मराठीस नटवण्याचा यत्न करतात. परंतु हल्ली शुद्ध सिंधीकडे काही लेखकांचा कल जात आहे.	1
Miraculously, the Sindhi language prevalent in the villages is pure Sindhi and the well-educated Hindus in the cities who speak Sindhi are said to be impure Sindhi as they are corrupted by Persian rites. Eighty percent of the students in schools and colleges are Hindus and they all learn Persian as a secondary language. Of course, it is not uncommon for him to become accustomed to using Persian words frequently in everyday life. Classical Sindhi is a place where Urdu, Persian and RB words and quotations abound! That is the perception. We also have scholars who try to make Marathi popular by using Sanskrit extensively. But nowadays some writers are moving towards pure Sindhi.	2
Will not let Canada to use terrorism activity ; Trudeau | खलिस्तानची मागणी अभिव्यक्ती स्वातंत्र्य; पण दहशतवादासाठी कॅनडाचा वापर करू देणार नाही; ट्रुडो	1
Will not let Canada use terrorism activity; Trudeau | Khalistan demands freedom of expression; But it will not allow Canada to be used for terrorism; Trudeau	2
वृत्तपत्रे आणि टिव्ही इत्यादी मास मिडियामधून विकिपीडिया अपेक्षा आणि परिघ मर्यादा यांची माहिती दिली जावयास हवी.	1
Mass media such as newspapers and TV should inform Wikipedia expectations and perimeter limits.	2
यावेळी दलित बांधवांवर हल्ला करणार्‍यांवर सदोष मनुष्यवधाचा गुन्हा दाखल करण्यात यावा, तसेच दलितांवर होणारे अत्याचार शासनाने त्वरित थांबवावेत, अशा मागण्या करण्यात आल्या. यावेळी अमोल देवळे, सरस्वती घोडके, आशा घोडके, सारंग घोडेस्वार, भगवान घोडके, अमोल शिरसाठ, सुनील घोडके, विशाल घोडके, कुलदीप गंगावणे, मंगेश घोडके यांची भाषणे झाली.	1
At this time, demands were made that a case of culpable homicide should be filed against those who attacked the Dalit brothers and the atrocities against Dalits should be stopped immediately by the government. Speeches were made by Amol Deolale, Saraswati Ghodke, Asha Ghodke, Sarang Ghodeswar, Bhagwan Ghodke, Amol Shirsath, Sunil Ghodke, Vishal Ghodke, Kuldeep Gangawane and Mangesh Ghodke.	2
जानामि धर्मम्‌... पांडवगीतेतल्या या श्लोकाला सुभाषित का म्हणू नये? केवळ दुर्योधनाने म्हटले म्हणून? की यात अधर्माची कबुली आणि अधर्माचे पुष्टीकरण आहे म्हणून? सुभाषिताची नेमकी व्याख्या काय करावी?--वाचक्‍नवी	1
Janami Dharmamatra ... Why shouldn't this verse from the Pandava song be called Subhasit? Just as Duryodhana said? Or because it is a confession of iniquity and confirmation of iniquity? What exactly should be the definition of Subhashita? - Reader	2
कुणी indian mixer(Preethi etc...) इथे अमेरिकेत(110 v) वापरत आहे का? कसा त्याचा अनुभव आहे? मला ओल्या व कोरड्या चटन्या , वाटण ,पीठ इ करण्यासाठी हवा आहे.	1
Is anyone using Indian mixer (Preethi etc ...) here in USA (110 v)? How is his experience? I want to make wet and dry chutneys, crumbs, flour etc.	2
धरणाच्या खालच्या बाजूस पुष्पावंती नदीवर सात बंधारे बांधलेले असून, हे बंधारे भरून घेण्यासाठी या गेटमधून उन्हाळ्यात पाणी सोडले जाणार आहे. या धरणाच्या पाण्यामुळे सातेवाडी, पळसुंदे व उंबरेवाडी या गावांमधील सुमारे पाचशे हेक्टर क्षेत्र सिंचनाखाली येणार असून 100 टक्के लाभार्थी आदिवासी समाजाचे आहेत. सिंचनाबरोबरच या भागातील पिण्याच्या पाण्याचा प्रश्‍नही या धरणामुळे मार्गी लागला आहे.	1
Seven dams have been constructed on the lower reaches of the dam on the Pushpavanti river and water will be released from this gate in summer to fill these dams. Due to the water of this dam, about 500 hectares of land in the villages of Satewadi, Palasunde and Umbrewadi will come under irrigation and 100% of the beneficiaries belong to the tribal community. Along with irrigation, the problem of drinking water in this area has also been solved due to this dam.	2
पिंपरी (Pclive7.com):- पिंपरी चिंचवड नवनगर विकास प्राधिकरण क्षेत्रामधील वारस नोंदी करण्यासाठी भाडेपट्टाधारकांन...	1
Pimpri (Pclive7.com): - To register the heirs in Pimpri Chinchwad Navnagar Development Authority area, the tenants ...	2
मला राजदंड मतदारसंघात नेऊ द्या..राष्ट्रवादीच्या जितेंद्र आव्हाडांचे विधानसभा अध्यक्षांना लिहिले पत्र	1
Let me take you to Rajdand constituency. Letter written by NCP's Jitendra Awhad to the Speaker of the Assembly	2
पाने सुकून जाईपर्यंत जमिनीत बटाटे पोसत असतात. त्यामुळे संपूर्ण झाड सुकल्यानंतरच काढणी करावी. लवकर काढलेले बटाटे साठवणुकीत टिकत नाहीत. यांत्रिक पद्धतीने काढणी केल्यास कमी खर्चात काढणी होते.	1
Potatoes are planted in the soil till the leaves are dry. Therefore, harvest should be done only after the whole tree is dry. Early harvested potatoes do not last in storage. Harvesting is done at low cost if done mechanically.	2
या टॅब्लेटसोबत आसूस लाँचरचा वापर करण्यात आला आहे. त्यामुळे कोणतेही सॉफ्टवेअर सुरू करण्यासाठी कमीतकमी कालावधी घेतला जातो. त्याचप्रमाणे या टॅब्लेटमध्ये असलेल्या अनेक गोष्टींचा अ‍ॅक्सेसही कमीतकमी वेळेत मिळतो.	1
An Asus launcher is used with this tablet. Therefore, it takes a minimum period of time to start any software. Similarly, access to many things in this tablet is also available in a minimum of time.	2
राजेश मारू त्याच्या बहिणीच्या आजारी सासूला पाहण्यासाठी शनिवारी सायंकाळी नायर रुग्णालयामध्ये आला होता. वॉर्डबॉयने त्याला एमआरआय रूममध्ये जाण्यापूर्वी गळ्यातील सोन्याची साखळी आणि घड्याळ सुरक्षेसाठी काढून घेतले होते. मात्र, रुग्णासाठी जवळ असलेला ऑक्सिजन सिलिंडर त्याला आत घेऊन जाण्यास सांगण्यात आले. सुरुवातीला त्याने विरोध केला मात्र, वॉर्डबॉयने एमआरआय मशीन बंद असून अद्याप सुरू करण्यात आलेले नाही, असे सांगितले.	1
Rajesh Maru had come to Nair Hospital on Saturday evening to see his sister's ailing mother-in-law. Wardboy had removed the gold chain and watch from his neck for safety before he entered the MRI room. However, he was told to carry an oxygen cylinder close to the patient. He initially objected, but Wardboy said the MRI machine was off and had not yet been started.	2
सोनी बारावीअ कळव ४०र५६२क 102 कमी 40 फुल्ल हँड स्मार्ट लंड तव दर नियमितपणे बदलते. कृपया सोनी बारावीअ कळव ४०र५६२क 102 कमी 40 फुल्ल हँड स्मार्ट लंड तव नवीनतम दर शोधण्यासाठी आमच्या साइटवर तपासणी ठेवा.	1
Sony Baravia Kalav 40R562K 102 Low 40 Full Hand Smart Land Rate changes regularly. Please keep checking on our site to find out the latest rates for Sony Baravia Kalav 40R562K 102 Low 40 Full Hand Smart Land Tav.	2
आता येत्या रविवारी दि. ६ जाने. २०१३ रोजी नवी मुंबई ट्रफीक पोलिसांच्या वतीने पामबीच मॅरॅथॉन १० के मॅरॅथॉन आयोजित केली आहे. मॅरॅथॉन ही पामबीच नेरुळ सिग्नल झामा स्वीट, किग्ज एलेट्रोनिक पासुन चालु होनार आहे. वेळ सकाळी ६.३० वा.	1
Now this coming Sunday. 6 Jan. Navi Mumbai Traffic Police has organized Palm Beach Marathon 10K Marathon in 2013. The marathon will run from Palm Beach Nerul Signal Zama Sweet, Kiggs Electronics. Time 6.30 am.	2
निंबळक मधील पाण्याचा प्रश्‍न सोडविण्यासाठी एमआयडीसी पंम्प हाऊस ते निंबळक या नवीन पाईपलाइनच्या कामासाठी निधी उपलब्ध करुन देण्याचे आश्‍वासन जि.प. सदस्य माधवराव लामखडे यांनी दिले. तर या नवीन पाईपलाइनच्या योजनेने भविष्यात गावाला पाण्याच्या समस्येला सामोरे जावे लागणार नसल्याचे त्यांनी स्पष्ट केले.	1
Assurance to provide funds for the work of new pipeline from MIDC Pump House to Nimbalak to solve the water problem in Nimbalak. Member Madhavrao Lamkhade gave. He clarified that with the new pipeline project, the village will not have to face water problem in future.	2
एकूणच राज्यातील अनेक सरकारी शाळांमध्ये पोषणमूल्ययुक्त आहारासंदर्भात नवनवे प्रयोग चालू आहेत, ज्याच्या माध्यमातून नवी पिढी सशक्त आणि समृद्ध होईल अशी आशा करूयात.	1
Overall, many government schools in the state are conducting the ninth experiment on nutritious food, through which we hope that the new generation will be strong and prosperous.	2
बामणोली वन्यजीव कार्यालयास अनेक वर्षांपासून कायमस्वरूपी वनक्षेत्रपाल नसल्याने या ठिकाणी भ्रष्टाचाराचा बकासुरच बोकाळलाय की काय ? असा संतप्‍त सवाल नागरिकांनी उपस्थित केला आहे. येथे अनेक चांगल्या अधिकार्‍यांची काम करण्याची इच्छा आहे. मात्र, वरिष्ठ अधिकार्‍यांकडून चांगल्या अधिकार्‍यांना संधी दिली जात नाही. कर्तव्यदक्ष अधिकारी येथे आल्याने वरिष्ठ अधिकार्‍यांना लिफाफा बंद मिळणारी रसद बंद होईल, या भितीपोटी या नियुक्तींना खो दिला जात नाही ना?, असा सवाल नागरिकांनी केला आहे.	1
Since the Bamnoli Wildlife Office has not had a permanent forest ranger for many years, is corruption rampant in this place? Such an angry question has been raised by the citizens. Many good officers want to work here. However, good officers are not given a chance by senior officers. Citizens have questioned whether these appointments are being lost due to the fear that the supply of envelopes to the senior officers will be stopped due to the arrival of dutiful officers.	2
माझ्या मागच्या चर्चेत "धूमकेतूंना काय वाटते ते कळू द्या" असे तुम्ही लिहिले होते ते लक्षात ठेवून या चर्चेत आवर्जून माझे मत कळवले. त्यावेळी तुमचा प्रश्न डोक्यात होता म्हणून नाव घेतले. ते आदराने घेतले आहे.	1
Remembering what you wrote in my previous discussion, "Let the comets know what they think," I shared my thoughts in this discussion. At that time your question was in my head so I took the name. It is taken with respect.	2
शैक्षणिक वर्षांच्या सुरुवातीला बुद्धी देवतेची आराधना करायला आणि पारंपरिक पद्धतीने गणेशोत्सव साजरा करायला शनिवार दिनांक १५ सप्टेंबर रोजी Maison de l’Inde इथे नक्की या व आपल्या मित्रपरिवाराला पण आमंत्रित करा. अधिक माहिती सोबत जोडलेल्या पत्रकात आहे.	1
Be sure to invite your friends and family to come to Maison de l’Inde on Saturday 15th September at the beginning of the academic year to worship the Goddess of Wisdom and celebrate Ganeshotsav in the traditional way. More information is in the attached sheet.	2
आपल्या रुपयाने डॉलरसमोर गुडघे का टेकलेत? या प्रश्नाचे उत्तर जगाच्या वर्तमान परिस्थितीची जाणीव करून देईल.	1
Why did your rupee kneel before the dollar? The answer to this question will make you aware of the current situation in the world.	2
चाफळ आठवडा बाजारामध्ये गोळीबार; तंटामुक्त समितीचे अध्यक्ष विकास साळुंखे यांचा दोन गोळ्या लागून मृत्यू	1
Chafal Week market shooting; Vikas Salunkhe, chairman of Tantamukta Samiti, died after being shot twice	2
१९ लाख टन अपेक्षित उत्पादन दरम्यान, यंदा राज्यात सुमारे १९ लाख टन हरभरा उत्पादन होण्याचा कृषी विभागाचा प्राथमिक अंदाज आहे. त्यापैकी तीन लाख टन, म्हणजे केवळ १५.७ टक्के मालाची खरेदी सरकार करणार असल्याचे स्पष्ट झाले आहे. ``तुटपुंज्या खरेदीने शेतकऱ्यांना दिलासा मिळणार नाही. सरकारने किमान ८० टक्के मालाची खरेदी करण्याची आवश्यकता आहे. सरकारची खरेदीची तयारी नसेल तर सरळ मध्य प्रदेशप्रमाणे भावांतर योजना लागू करावी,`` असे मत शेतीमाल बाजार अभ्यासक राजेंद्र जाधव यांनी व्यक्त केले.	1
The Department of Agriculture estimates that the state will produce around 19 lakh tonnes of gram this year, out of the expected production of 19 lakh tonnes. Out of this, the government will procure 3 lakh tonnes, which is only 15.7 per cent. `` Farmers will not be relieved by meager purchases. The government needs to buy at least 80 per cent of the goods. If the government is not ready to buy, then the price conversion scheme should be implemented just like in Madhya Pradesh, said Rajendra Jadhav, an agricultural market researcher.	2
मी बहुतेक तिला २५ मिनिट असेच जोर जोराने ठोकले होते आणि माझी पोज चेंज केली होती आणि तिला डॉगी स्टाईल मध्ये ठोकू लागलो होतो, १० मिनिट नंतर मी काढणार होतो.	1
I hit her hard for about 25 minutes and changed my pose and hit her in doggy style, I was going to take it out after 10 minutes.	2
नीलेश होन्नावरकर हा रामा होन्नावरकर यांचा शेजारी असून पूर्व वैमनस्यातून हा हल्ला झाल्याचा कयास पोलिसांनी व्यक्त केला आहे. संशयित नीलेश विरोधात अनंत रामा होन्नावरकर यांनी तक्रार दाखल केली असून संशयिताला मुरगाव पोलिसांनी अटक केली आहे. पुढील तपास सुरू आहे.	1
Nilesh Honnavarkar is a neighbor of Rama Honnavarkar and the police said that the attack was carried out out of enmity. Anant Rama Honnavarkar has lodged a complaint against Nilesh and the suspect has been arrested by Morgaon police. Further investigation is underway.	2
आकाशांत मेघांचे समुदाय दाटून आले होते तर समुद्र तरंगमालांनी व्याप्त झाला होता. म्हणून समुद्र आणि आकाश दोन्हीमध्ये काही अंतरच राहिले नव्हते. ॥११७॥	1
The sky was thick with clouds, and the sea was full of waves. So there was no distance between the sea and the sky. 117	2
रिलायंस जनरल इन्शुरन्स Rs १५०० ते Rs २००० कोटीचा IPO ऑक्टोबर- नोव्हेंबर २०१७ मध्ये आणण्याची तयारी करत आहे.	1
Reliance General Insurance is planning to launch an IPO of Rs 1,500 crore to Rs 2,000 crore in October-November 2017.	2
मुंबई - निवडणुकीचे बिगुल वाजल्यानंतर उमेदवारी मिळवण्यासाठी सर्वच पक्षांच्या आजी-माजी नगरसेवकांनी मोर्चेबांधणी सुरू केली आहे. आपल्यासोबत कुटुंबीयांनाही उमेदवारी मिळावी, यासाठी नेत्यांचे प्रयत्न सुरू आहेत.	1
Mumbai: After the election trumpet has been blown, grandparents and former corporators of all parties have started forming a front to get candidature. Efforts are being made by the leaders to get the candidature of their families along with them.	2
Next articleसरकारविरोधी मत मांडल्याने नव्हे तर माओवाद्यांशी संबंध असल्याप्रकरणी पाचही विचारवंतांवर कारवाई पोलिसांचे सुप्रीम कोर्टात प्रतिज्ञापत्र	1
Next article Police take action against all five thinkers not for expressing anti-government views but for having links with Maoists	2
युद्धाच्या प्रसंगात ही सिस्टिम फक्त पाच मिनिटात तैनात करता येईल. तीन वेगवेळया प्रकारची मिसाइल डागण्याची क्षमता एस-४०० मध्ये आहे.	1
In the event of a war, the system can be deployed in just five minutes. The S-400 has the capability to fire three different types of missiles.	2
"दिवसा काय करायचे ते आपण ठरवू. पण संध्याकाळी मात्र तुम्ही आर पी हॉलवर, म्हणजे आमच्या हॉस्टेलवर 'इलू' बघायला या" जयदीप मोठ्ठ्या उत्साहाने म्हणाला.	1
"We will decide what to do during the day. But in the evening you come to RP Hall, that is, to our hostel to see 'Elu'," said Jaideep with great enthusiasm.	2
मध्येच पाऊस आला तर काय करायचे? नाहीतर अंथरुण पांघरुण गुंडाळून पळेपर्यंत सगळंच चिंब भिजून जायचं. स्मित>> इतक्या जोरात येतो पाउस ? आम्ही दोन थेंब पडले कि थोडस वाट बघायचो की खरच विजा चमकुन पाउस जोरदार पडण्याची शक्यता आहे का ते.. नसेल तर इतने शॉवर से झोप कायको खराब करना..तसच झोपायच .. आणि जोरात येईल असं वाटल तर पळायच बिस्तर गुंडाळून.. रम्य त्या आठवणी	1
What to do if it rains in the middle? Otherwise, everything would get soaked until the bed sheet was rolled up. Smile >> Is it raining so hard? We dropped two drops and waited for a while to see if there was a chance of lightning and heavy rain .. if not, how much sleep can be ruined by taking so many showers .. just sleep .. and if you think it will get louder, just run away and roll up the bed .. those romantic memories	2
2 जुलै : राज्यात स्वाईन फ्लूनं पुन्हा डोकं वर काढलंय. यावर्षी या आजारानं आतापर्यंत राज्यात 263 रुग्ण दगावलेत. त्यामुळे राज्याच्या आरोग्य विभागापुढं स्थिती नियंत्रणात आणण्याचं मोठं आव्हान निर्माण झालंय.	1
July 2: Swine flu re-emerges in the state. So far this year, 263 patients have contracted the disease in the state. Therefore, it has become a big challenge for the state health department to bring the situation under control.	2
