Word	Label
No Naomi Wolf's wrong answer Naomi Wolf's answer was.	1
पल्स-टोन तकनीकी शब्द नहीं है| पल्स-टोन शब्द का उपयोग भ्रमित है क्योंकि यह तकनीकी रूप से गलत है।	0
Pulse-tone is not a technical term. The use of the term pulse-tone is confusing because it is technically incorrect.	1
संकीर्ण चिग्नेक्टो इस्तमास द्वारा नोवा स्कोटिया से जुडा हुआ New Brunswick  14000 वफादार शरणार्थियों की मांग पर 1784 में एक अलग प्रांत बन गया। न्यू ब्रंसविक १७८४ में एक प्रांत था।	0
New Brunswick became a separate province in 1784 on the demand of 14000 loyal refugees, connected to Nova Scotia by the narrow Chignecto Isthmas. New Brunswick was a province in 18.	1
ध्यान दें कि एक बहुत ही सरल, कॉम्पैक्ट विवरण ने इनकी सुविधाओं को किसी एकमात्र प्रणाली से नहीं लिया है, और काम को निकाला जा सकता है क्योंकि गैस प्रणाली संतुलन से बहती है। व्याख्या करने के लिए यह बहुत जटिल है।	0
Note that a very simple, compact description did not take their features from a single system, and the work could be extrapolated as the gas flowed from the system equilibrium. This is too complex to explain.	1
दक्षिण-पश्चिम और मेक्सिको में गए पूर्व अमरिकन पर्यटकों के प्रकाशनों में स्पेनिश मेक्सिकनों का वर्णन भयानक शब्दावलि में ही नहि, बल्कि अत्यंत जूनून के साथ किया गया है। शुरुआती अमेरिकियों ने स्पेनिश मेक्सिकन लोगों को नकारात्मक रूप से चित्रित किया।	0
The publications of the former American tourists who went to the southwest and Mexico described Spanish Mexicans not only in terrible jargon, but with extreme passion. Early Americans portrayed Spanish Mexicans negatively.	1
नहर मोटरबोट बि वी शहर मे दो स्थानों पर है। इस शहर में नहर मोटरबोट्स बीवी के लिए दो डीलरशिप हैं।	0
The canal motorboat is in two places in the city of Bi Wei. The city has two dealerships for Canal Motorboats BV.	1
तुम्हारी मदद के बिना हम कुछ अनुदान राशि खो देते। यदि आप हमारी मदद नहीं करते हैं, तो हमें $ 10,000 का नुक्सान होगा।	0
Without your help we would have lost some grant money. If you do not help us, we will lose $ 10,000.	1
वे टोटिहुआक में पिरामिड के निकट स्थित सॅन ऑस्टाइन एक्रोलम के छोटे गांव में उत्पन्न हुए थे। सान ऑगस्टिन अकलमन में १००० से काम निवासी हैं।	0
They originated in the small village of San Austine Acrolam, near the Pyramids in Totihuac. San Augustin Akkaman has been working since 1000.	1
रिजल्ट के बीचो-बीच आंतरिक लगुन के पानी में डॉल्फिन के साथ तैराकी का एक कार्यक्रम आयोजित किया जाता है। आप डॉल्फ़िन के साथ तैर सकते हैं जो मस्तीभरी चाल चलती हैं।	0
A swimming program with dolphins is organized in the waters of the inner lagoon in the middle of the result. You can swim with dolphins that do fun tricks.	1
इसके अलावा इस समूह में तेईसवां संशोधन है, जो राष्ट्रपति और उपाध्यक्ष के लिए मतदान करने का अधिकार प्रदान करता है जो अन्यथा जिला कोलंबिया में योग्य हैं। 23 वें संशोधन का कहना है कि यदि आप राजधानी में रहते हैं तो आप राष्ट्रपति के लिए वोट दे सकते हैं	0
Also in this group is the twenty-third amendment, which grants the right to vote for presidents and vice presidents who are otherwise eligible in the District of Columbia. The 23rd amendment says that if you live in the capital, you can vote for the president	1
उनकी ज़रूरतें आकार एवं जटिलता में कहीं अधिक मामूली हैं। उनकी आवश्यकताएं अधिक स्वार्थहीन हैं।	0
Their needs are far more modest in size and complexity. Their needs are more selfless.	1
बंदूक का नियंत्रण दो हाथों से किया जाता है Dono hatho ka istemal karo, agar gun pe control ki practice karni ho to	0
The gun is controlled with two hands Dono hatho ka istemal karo, agar gun pe control ki practice karni ho to	1
दावा करना पूरे लेन-देन के लिए संहेहजनक हो गया है। व्यवस्थापक ने हाज़मी और मिहधर से खुद को दूर कर लिया था, लेकिन इससे पहले उन्हें अपनी आवश्यकतानुसार सहायता मल गई थी। सहायता में नकदी और यात्रा के दस्तावेजों को संपादन करने में मदद शामिल थी ।	0
Claiming is contingent on the entire transaction. The administrator had distanced himself from Hazmi and Mihadhar, but before that he had received help as per his requirements. Assistance included editing cash and travel documents.	1
दूसरे टॉवर में असीम और भयानक आधुनिक टोरंटो स्टॉक एक्सचेंज हैं। दूसरे टावर में स्टॉक एक्सचेंज है।	0
The Second Tower houses the boundless and terrifying modern Toronto Stock Exchange. The second tower has a stock exchange.	1
जब मैंने स्विट्जरलैंड में अपनी पहली ऑफिस जॉब की, तो मेरे पास एक सचिव था जो कि फ्रांसीसी या अंग्रेजी नहीं जानता था, इसलिए मुझे इन भाषाओं में अपने हाथ से पत्र लिखने पड़ते थे ताकि वह टाइप कर सके। मेरा सचिव अंग्रेजी या फ्रेंच नहीं बोलता है, लेकिन मैं करता हूं।	0
When I did my first office job in Switzerland, I had a secretary who did not know French or English, so I had to write my own hand letters in these languages ​​so that she could type. My secretary does not speak English or French, but I do.	1
दावत भोज का कार्य  काठ-खण्ड की तरह मामूली नहीं होता, रात्रिभोज पार्टी लिनोलियम पर है।	0
The feast feast is not as simple as a lath, The dinner party is at the linoleum.	1
उसी दिन ही, एक खूफिया मामले को खोलने के लिए पर्यवेक्षक ने एक खूफिया एजेंट को जिम्मेदारी सौपी-एक ऐसा एजेंट जो अभियोगपक्ष के फौजदारी वकीलों के साथ एफबीआई की खुफिया जानकारी सांझा नही करने के कारण जेल में बंद था। पर्यवेक्षक ने किसी और को लीड भेज दी।	0
On the same day, the supervisor entrusted the responsibility to a secret agent - an agent who was jailed for not sharing FBI intelligence with the prosecution's criminal lawyers - for opening a secret case. The supervisor sent the lead to someone else.	1
प्रत्येक जुलाई हम समाज की हुजिअर् हिस्ट्री फेस्टिवल में हमारे राज्य की विरासत को मनाते हैं। हमारा त्योहार दिसंबर में है।	0
Every July we celebrate the heritage of our state at the Society's Huzier History Festival. Our festival is in December.	1
अत्यधिक उपयोग करने वालों के लिए एक हाइब्रिड प्लान, बाकि सबके लिए माइक्रोपेमेंट्स, तो इस बारे में आपका क्या विचार है? वे अपने उपयोगकर्ताओं के लिए भुगतान योजनाओं पर विचार कर रहे हैं।	0
A hybrid plan for extreme users, micropayments for everyone else, so what do you think about it? They are considering payment plans for their users.	1
उन सभी असंतोषजनक लोगों से जिनसे मैं कभी मिला, में से-- मैं हमेशा मिलने वाले हर व्यक्ति से संतुष्ट हूं।	0
Of all the unsatisfactory people I ever met-- I am always satisfied with everyone I meet.	1
सफल अर्थव्यवस्थाओं जीवंत निजी क्षेत्रों पर भरोसा करते है, जिसमें अविवेकी सरकार शक्ति को रोकने का रुचि है। निजी क्षेत्र की कंपनियों को सरकारी शक्ति सीमित करने में रूचि है।	0
Successful economies rely on vibrant private sectors, in which there is an interest to curb unreasonable government power. Private sector companies are interested in limiting government power.	1
प्रोटोटाइप का इस्तेमाल ना  सिर्फ उत्पाद एकीकरण के दौरान, बल्कि उत्पाद विकास प्रक्रिया में वाणिज्यिक कंपनियों द्वारा किया गया था। वाणिज्यिक कंपनियों को अपनी नई तकनीक जनता को दिखाने के लिए प्रोटोटाइप की आवश्यकता है।	0
The prototype was used by commercial companies not only during product integration, but also in the product development process. Commercial companies need prototypes to show their new technology to the public.	1
yah prasiddh Hoosiers (Indiana, US ke nivasi) jaise James Whitcomb Riley, Eugene V. Debs aur Madam C.J ke liye bhi sach hai. यूजीन डेब्स ने इंडियाना में यूआई में खेल खेला।	0
yah prasiddh Hoosiers (Indiana, US ke nivasi) jaise James Whitcomb Riley, Eugene V. Debs aur Madam C.J ke liye bhi sach hai. Eugene Debs played the game at UI in Indiana.	1
रियाद में रह रहे अपने भाइयों को उसने बताया कि वह चेचन्या में जिहाद पर था। उनके तीनों भाइयों ने चेचन्या भ्रमण करने का इरादा किया।	0
He told his brothers living in Riyadh that he was on Jihad in Chechnya. His three brothers intended to visit Chechnya.	1
एक विशिष्ट बादल, जैसे हमारे जीवमंडल, संभवतः क्वांटेटिक जटिल आणविक प्रजातियों के एक विशेष सेट में फंसे हो जाते हैं जो कि बादल विकसित होकर बनते हैं। जब कुछ बादल विकसित होता है तो कुछ आणविक प्रजातियां बनती हैं।	0
A specific cloud, such as our biosphere, is likely trapped in a particular set of quantetically complex molecular species that grow and form clouds. Some molecular species are formed when a cloud develops.	1
$6 केलिए माइक्रोवेव रखने की मौद्रिक लागत । माइक्रोवेव रखने के लिए छह डॉलर खर्च होते हैं।	0
Monetary cost of keeping a microwave for $ 6. It costs six dollars to have a microwave.	1
प्रशासन के तर्क अब खाद्य डाक टिकट के बारे में बताते हैं, ज़ाहिर है, आसानी से मूल कल्याण - TANF- के बारे में भी बताया जा सकता है। प्रशासन खाद्य टिकट कार्यक्रम को संबोधित कर रहा है।	0
The administration's arguments now speak of food stamps, of course, the same can easily be told about basic welfare - TANF-. The administration is addressing the food stamp program.	1
डेनियल यामिंस एक प्रतिभाशाली युवा गणितज्ञ है। श्री यामीन एक बहुत बेहतरीन कलाकार हैं, पर एक बहुत ख़राब गणितज्ञ।	0
Daniel Yammins is a talented young mathematician. Mr. Yameen is a very good artist, but a very bad mathematician.	1
हृदय रोग के विनाशकारी परिणामों में से एक दिल की मांसपेशी के लिए यह अपूरणीय क्षति है दिल की बीमारी से होने वाला नुकसान जल्दी ही ठीक हो जाता है	0
One of the devastating consequences of heart disease is irreparable damage to the heart muscle. Heart damage is soon cured.	1
और वह हमारे लिए हमेशा वहां थी। उसने हमें किसी भी चीज़ में समर्थन नहीं दिया.	0
And she was always there for us. He did not support us in anything.	1
हर स्थानीय रूप से तैयार किए गए शिल्प के उदाहरण यहां प्रचुर मात्रा में पाए जा सकते हैं, और आप रिसॉर्ट्स की तुलना में सस्ती खरीदारी करेंगे, खासकर यदि आप अपने बार्टरिंग कौशल का अभ्यास पहले से करते हैं यहाँ पे सामान लेना सस्ता है क्यों की यहाँ टैक्स नहीं लगता	0
Examples of every locally crafted craft can be found in abundance here, and you will find shopping cheaper than resorts, especially if you practice your bartering skills beforehand It is cheaper to get goods here because there is no tax	1
यदि संभव हो, तो पहले से विषय के साथ खुद को परिचित कराएं। यदि आप पुस्तक की प्लाट को समझते हैं तो आपको कक्षा में आसानी होगी।	0
If possible, familiarize yourself with the topic beforehand. If you understand the plot of the book, you will find it easier in the classroom.	1
क्या व्हाइट हाउस मान जाएगा? व्हाइट हाउस ने फैसला किया है।	0
Will the White House agree? The White House has decided.	1
शेष 38 प्रतिशत प्रदान करने के लिए हम आप पर और अन्य उदार मित्रों पर भरोसा करते हैं। 62 प्रतिशत पहले ही कवर हो चुका है, और हमें आशा है कि आप बाकी प्रदान करेंगे।	0
We rely on you and other generous friends to provide the remaining 38 percent. 62 percent is already covered, and we hope you provide the rest.	1
क्लिंटन बर्थप्ले फाउंडेशन केवल $१० भुगतान करने वालों को पूर्ण सदस्यता विशेषाधिकार प्रदान करता है। क्लिंटन जन्मस्थान फाउंडेशन के सदस्य होने के लिए आपको $१००० का भुगतान करना होगा।	0
The Clinton Birthplay Foundation grants full membership privileges to those paying only $ 10. To be a member of the Clinton Birthplace Foundation, you have to pay $ 1000.	1
मैं आपको विश्वास दिलाता हूँ, महाशय, मुझे पूरी तरह से सबके बारे में बताया गया था। मैं आपको बता रहा हूं कि मुझे हर विषय के बारे में ज्ञान दिया गया था।	0
I assure you, sir, I was fully informed about everything. I am telling you that I was given knowledge about every subject.	1
उत्तरपश्चिमी तट पर सबसे बड़ी खाड़ी एक बढ़िया बंदरगाह बनाती है, परन्तु पानी और समुद्र तट दोनों गंदले हो सकते हैं. पानी और तट गन्दा हो सकता है|	0
The largest bay on the northwest coast makes a great harbor, but both the water and the beach can be muddy. The water and the coast can get messy.	1
$100 या इससे अधिक के अभियान में आपके योगदान के लिए सराहना करते हुए, आपको और एक अतिथि को गुरुवार, मार्च 23,2000 को हेरॉन हॉल में 5: 30- 8:00 अपराह्न से विशेष रिसेप्शन में उपस्थित होने के लिए आमंत्रित किया जाता है। यदि आप अभियान में $100 या उससे अधिक दान करते हैं तो आपको और अतिथि को विशेष स्वागत में भाग लेने के लिए आमंत्रित किया जाएगा।	0
In appreciation for your contribution to the campaign of $ 100 or more, you and a guest are invited to attend a special reception on Thursday, March 23,2000 from 5: 30– 8:00 PM at Heron Hall . If you donate $ 100 or more to the campaign, you and the guest will be invited to attend the special reception.	1
यह थोडा असामान्य है परन्तु यह तत्वाधान के माध्यम से होता है. यह बिलकुल आम नहीं है |	0
This is a bit unusual but it happens through the aegis. This is not at all common.	1
समूह पहले से चर्चा की गई और/या कार्यान्वित पहल की स्थिति पर चर्चा करने और वर्तमान समस्याओं और संभावित पहलों का प्रस्ताव और चर्चा करने के लिए हर महीने मिलता है। कई समूह के सदस्य सोचते हैं कि मासिक मीटिंग अनावश्यक हैं।	0
The group meets every month to discuss the status of previously discussed and / or implemented initiatives, and to propose and discuss current problems and potential initiatives. Many group members think that monthly meetings are unnecessary.	1
बीजिंग में लियाओ राजधानी, जिसे यानजिंग के नाम से जाना जाता है, दक्षिण पूर्वी क्षेत्र कि आज की राजधानी पर रहता है, जिसमें फ़्यूअन मंदिर का एकमात्र जीवित स्मारक है। बीजिंग में लिओओ राजधानी का कोई निशान आधुनिक समय तक नहीं बचा है।	0
The Liao capital in Beijing, known as Yanjing, lives on today's capital of the southeast region, with the only surviving memorial to the Fuyan Temple. There is no trace of Liao capital in Beijing until modern times.	1
एक स्थिति अपनी खुद की अपूर्णता द्वारा दूषित के लिए सबसे अच्छा तरीका पर दोनों अपने बाएँ और दाएँ उन लोगों के लिए खुश मध्यम, बेहतर रूप में अपने आप को परिभाषित करने के लिए है। दूसरों की अपनी अपूर्णता के लिए दोष देना बुद्धिमान नहीं है।	0
The best way for a situation tainted by its own imperfection is to define oneself as the happier medium, the better for those on both its left and right. It is not wise to blame others for their incompleteness.	1
मैं राजा का अधिकार बिना सोचे प्रदान नहीं करता। मैंने राजा के कमीशन को दूसरे विचार के बिना देने के लिए वारंट पर हस्ताक्षर किए।	0
I do not grant the authority of the king without thinking. I signed a warrant to give the king's commission without second thought.	1
अन्यथा ऐसा करने के लिए GAO के कर्मचारियों, प्रेस और जनता को एक परेशान संदेश भेजना होगा। इससे कोई फर्क नहीं पड़ता कि आप क्या करते हैं, मजदूर वही सुनेंगे जो वो सुनना चाहते हैं।	0
To do otherwise would have to send a disturbing message to GAO employees, the press and the public. No matter what you do, the workers will listen to what they want to hear.	1
और वह बहुत तेज बोल रहा है; वह फोन पर बात कर रहा है। वह अपने सेल फोन पर बात कर रहा है।	0
And he is speaking very fast; He is talking on the phone. He is talking on his cell phone.	1
इस पर संदेह करने के लिए मुझे यहाँ से जाना होगा। महामहिम के स्वर ने इसकी रुक्षता में कुछ भी कमी नहीं की। उनका प्रभुत्व एक मूक था।	0
I have to leave here to doubt this. His Majesty's voice did not diminish its infatuation. His dominance was a silent one.	1
यद्यपि, प्रारंभिक अभियांत्रिकी पहले सिद्ध कर ली गई थी। इंजीनियरिंग की प्रारंभिक अवधि थी।	0
However, early engineering was first proven. Was an early period of engineering.	1
उत्तरपश्चिमी तट पर सबसे बड़ी खाड़ी एक बढ़िया बंदरगाह बनाती है, परन्तु पानी और समुद्र तट दोनों गंदले हो सकते हैं. पानी और समुद्र हमेशा साफ़ होते हैं |	0
The largest bay on the northwest coast makes a great harbor, but both the water and the beach can be muddy. Water and sea are always clean.	1
वहाँ आतंकवादी खतरा स्थिति के बारे में Pickard की ब्रीफिंग में Ashcroft के हित के बारे में एक विवाद है। अशक्रॉफ्ट ने कहा कि ब्रीफिंग्स उनके समय के लायक नहीं थे।	0
There is a dispute about Ashcroft's interest in Pickard's briefing about the terrorist threat situation. Ashcroft said the briefings were not worth their time.	1
मेरी सहानुभूति पृष्ठ नम्बर 19 के कानून के प्रथम लेखक ब्रुम्रर के साथ लेखक किसी पाठ के किसी भी हिस्से में कम से कम एक त्रुटि है जिसको  लेखक ने तीन बार सीधे सीधा पढ़ लिया है। लेखक बहुत चौकस हैं; एक भी त्रुटि उनकी नजरों से अनजान नहीं जाती।	0
My sympathy with the first author of the law of page number 19, Brummer, is that there is at least one error in any part of a text that the author has read three times straight away. The writer is very attentive; Not a single error goes unnoticed by their eyes.	1
नहीं, वे अभी भी वे अभी भी दौरे पर हैं, वे लेट साठ के दशक के बाद से दौरा कर रहे हैं उन्होंने हाल ही में अपने दौरे को समाप्त कर दिया।	0
No, they are still on tour, they have been touring since the late sixties He recently ended his tour.	1
मुझे एक मिनट दे दो अगर तुम उसे काटना चाहते हो, तो मैं जाऊँगा। Mujhe 1 minute chahiye idhar	0
Give me a minute, if you want to cut it, I'll go. Mujhe 1 minute chahiye idhar	1
is se aakhir use kasht prapt hota hai. कम से कम कोई भी शिकायत, उसे नहीं की गयी थी ।	0
is se aakhir use kasht prapt hota hai. At least none of the complaints were made to him.	1
न्यूज़वीक के अनुसार, पर्यटक एवं मशहूर हस्तियाँ बड़ी संख्या में, कभी बचकर भागे हुए नाज़ियों के लिए स्वर्ग कहे जाने वाले, पेटागोनिया में घूमने जा रहे हैं। न्यूज़वीक ने बताया कि युद्ध के बाद से पानी में पेटागोनिया डूब गया है, और कोई भी वहां कभी नहीं जाता है।	0
According to Newsweek, tourists and celebrities are visiting Patagonia in large numbers, once known as paradise for escaped Nazis. Newsweek reported that Patagonia has sunk in the water since the war, and no one ever goes there.	1
यह इमारत दो समान चर्चों, उत्तर में फ्रांजिसिशर डोम (या फ्रेंच कैथेड्रल) जिसे आप्रवासी हुगुएनोट्स के लिए बनाया गया था, तथा दक्षिण में ड्यूशर डोम (जर्मन कैथेड्रल) को जोड़ती है। दोनों चर्चों में बड़े लंबे स्तीप्लेस हैं।	0
The building connects two similar churches, the Franzischer Dome (or French Cathedral) in the north, which was built for the immigrant Huguenots, and the Deutscher Dome (German Cathedral) in the south. Both churches have large long staples.	1
प्रमुख संगठनों में, उभरती  हुई व्यावसायिक प्रक्रियाएं यह निर्धारित करने में एक अहम भूमिका निभाती हैं की बदलती हुई आवश्यकताओं को पूरा करने के लिए इन सूचना प्रबंधन संबंधी उत्तरदायित्वों की संरचना किस प्रकार की जाए। चूंकि जरूरतें कभी नहीं बदलती हैं, इसलिए व्यवसाय प्रक्रियाओं को विकसित करने की आवश्यकता नहीं होती है।	0
In leading organizations, emerging business processes play an important role in determining how to structure these information management responsibilities to meet changing needs. Since needs never change, business processes do not need to be developed.	1
एक विशिष्ट बादल, जैसे हमारे जीवमंडल, संभवतः क्वांटेटिक जटिल आणविक प्रजातियों के एक विशेष सेट में फंसे हो जाते हैं जो कि बादल विकसित होकर बनते हैं। आणविक प्रजातियां कभी भी बनती हैं, वे हमेशा हमेशा रहे हैं।	0
A specific cloud, such as our biosphere, is likely trapped in a particular set of quantetically complex molecular species that grow and form clouds. Molecular species are ever formed, they always have always been.	1
याकूब वीसबर्ग के उत्कृष्ट निबंध, कार टॉक इस साल के गवर्नर और नगरपालिका चुनावों की कुंजी पर, शब्द स्वशासी शब्द को फिर से परिभाषित करता है। वीसबर्ग ने राष्ट्रपति चुनाव के बारे में लिखा था|	0
Yakub Weisberg's excellent essay, Car Talk, on the key to this year's governor and municipal elections, redefines the term self-governing. Weisberg wrote about the presidential election.	1
मेरे मामा काफी अच्छे व्यक्ति है । मुझे मेरे चाचा बहुत पसंद हैं।	0
My maternal uncle is a very good person. I like my uncle very much.	1
ab tak, Pokemon ka apariharya mout hame yeh mouka pradhan karti hai ki ham dusare asaadharan vyaktitva ko janam de aur uske par nivesh kare. पोकेमोन के मरने के बाद  डिजीमॉन उसकी पैसे देने वाली गाय होगी|	0
ab tak, Pokemon ka apariharya mout hame yeh mouka pradhan karti hai ki ham dusare asaadharan vyaktitva ko janam de aur uske par nivesh kare. After Pokémon dies, Digimon will be its cow paying the money.	1
जब ऐलिस ने आपत्ति की, लेकिन वह एक अलग तरह की स्थिरता है, तो उसने कहा, यह मेरे साथ सभी तरह की स्थिरता थी, मैं आपको आश्वासन दे सकता हूं! एलिस इसके साथ सहमत हुई।	0
When Alice objected, but she is a different kind of stability, she said, it was all kind of stability with me, I can assure you! Alice agreed with this.	1
मुझे यह एहसास है कि आपने क्या किया और कुछ हद तक यह भी एहसास है कि आपने यह मेरे अनुरोध पर किया जहाज को डुबो दिया था, हालांकि मुझे नहीं बताया कि यह मुझे उदास क्यों करेगा।	0
I realize what you did and to some extent also realize that you did it at my request Had sunk the ship, though did not tell me why it would make me depressed.	1
क्यों कि, अन्य सभी उपहार खोले जाने के लंबे समय बाद ये बक्से उनके आवरणों में रहेंगे। ये बक्से थोड़ी देर के लिए बंद रहेंगे।	0
Because, long after all other gifts have been opened, these boxes will remain in their envelopes. These boxes will remain closed for a while.	1
लॉबी के वेस्ट स्ट्रीट स्तर के उत्तर-पश्चिम कोने में मंजिल से छत वाली खिड़कियां उड़ रही हैं सभी टूटी हुई खिड़कियों को बदलने में कार्यदलों को दो हफ़्ते से ज़्यादा लगे।	0
Floor-to-ceiling windows are blowing in the northwest corner of the lobby's West Street level It took the workforce more than two weeks to replace all the broken windows.	1
अगर ऐसा है तो, केवल प्राकृतिक चयन ही इसे इस प्रकार अनुकूल बना सकता है। प्राकृतिक चयन ने इसे उसमें बदल दिया होगा।	0
If this is the case, only natural selection can adapt it this way. Natural selection would have changed it.	1
ठीक है ठीक है, मुझे यह सुनिश्चित करने दो, तो आपको लगता है कि आप शायद पांच दिन के लिए हैंडगन्स की प्रतीक्षा अवधि पर हैं या वह सामान वैध होगा परमिट देने से पहले उन्हें सिर्फ पांच मिनट का इंतजार कराने के बारे में क्या कहना है?	0
Ok ok, let me make sure you think you're probably on a five-day waiting period for handguns or that stuff would be valid What do they have to say about just waiting for five minutes before granting a permit?	1
udaaharan ke lie aspataal ke pravesh par vichaar karane vaale ek laabh vishleshan mein aapaatakaaleen kaksh ke daure shaamil hain, udaaharan ke lie, kuchh laabhon kee doharee ginatee mein parinaam hoga yadi shrenee aspataal mein praveshon mein aapaatakaaleen kaksh ke daure shaamil hain अस्पताल के प्रवेश से कुछ लाभों में वृद्धि होती है.	0
udaaharan ke lie aspataal ke pravesh par vichaar karane vaale ek laabh vishleshan mein aapaatakaaleen kaksh ke daure shaamil hain, udaaharan ke lie, kuchh laabhon kee doharee ginatee mein parinaam hoga yadi shrenee aspataal mein praveshoken mein shavesaen karan Hospital admission adds some benefits.	1
अंत में, किसी को उसकी वृद्धि से सावधान होना चाहिए जो उसके साथ अलग-अलग अर्थ रखता है। संपादक इस प्रकार की त्रुटि को पकड़ने के लिए आम तौर पर नियोजित होते हैं।	0
Finally, one must be careful of his growth which carries different meanings with him. Editors are commonly employed to catch this type of error.	1
वह पहले ही जा चुकी थी और उसने मुझे भी परेशान ना होने के लिए कहा। उसने कहा यह घबराहट पैदा करने समय था।	0
She had already left and she told me not to bother either. He said it was time to create panic.	1
चाहे  तथ्यों  हो या अटकलें लगाई जा रही विरोध की प्रदर्शनों के लिए  यह आधार स्वाद की बात है है। तथ्यों और अटकलों का संयोजन विरोध के लिए आधार है।	0
Whether it is facts or speculation, it is a matter of taste for the protests. The combination of facts and speculation is the basis for protest.	1
1960 के दशक से खोजे गए खुले मैदानों के बारे में यह माना जाता है की अब उनका उपयोग गेंद से खेले जाने वाले खेलों के लिए किया जाता है, इनका उद्देश्य भारतीय संस्कृति में यद्यपि महत्वपूर्ण लेकिन कम समझा जाने वाला संस्कारों से संबंधित था। भारतीय संस्कृति बॉल गेम का उपयोग सामाजिक सभाओं के रूप में करती है।	0
The open fields discovered since the 1960s are now believed to be used for ball-playing games, which were intended to relate to important but poorly understood rites, albeit in Indian culture. Indian culture uses ball games as social gatherings.	1
केवल एक प्रासंगिक सुरक्षा परत के अलावा वास्तविक जांच की स्क्रीनिंग के बारे में कोई भी अलग बात नहीं  है। चेकपॉइंट स्क्रीनिंग के दौरान आकर्षक सबूत खोजे गए थे।	0
